,label,gender,profession,ideology_binary,ideology_multiclass,tweet
47801,@user8,female,politician,left,moderate_left,El #CMin ha aprobado hoy decretar el estado de alarma en todo el país. Entrará en vigor esta misma tarde. Este nuevo estado de alarma se aprueba a petición de 10 CCAA y de la ciudad autónoma de Melilla. . La situación es grave. 🗣️ @user. . #EnMarchaTodosUnidos
41508,@user8,female,politician,left,moderate_left,"Comparto una foto de un día cualquiera en una poza de mi amado #Xurés, paraíso de mi infancia y refugio siempre. Hoy devastado por las llamas, que despiadadas no pueden quemar los recuerdos, pero incineran los corazones de quienes amamos aquellos montes. Tristeza infinita🖤"
43081,@user8,female,politician,left,moderate_left,"Unos #PGE2021 para reforzar la sanidad pública, modernizar la economía, recuperar los empleos y proteger a los más vulnerables🗣El objetivo: que nadie quede arrumbado en la cuneta de la exclusión social como en la anterior crisis gestionada por el [POLITICAL_PARTY] @user @user"
12058,@user8,female,politician,left,moderate_left,"@user @user @user @user @user Sr.Poy, desde la discrepancia ideológica, le diré q soy tan patriota como lo pueda ser usted, aunque nuestro concepto de patriotismo no sea plenamente coincidente. De lo de dignidad, sr.Poy, le digo lo mismo. En fin, espero que con un poco más de madurez entienda lo que le digo."
33733,@user8,female,politician,left,moderate_left,"Compromiso con la provincia de #Lugo del gobierno de ⁦@user⁩ (después de años de brazos caídos por parte de gobiernos del [POLITICAL_PARTY])👇🏻. 🛤🚧En los últimos meses, el ADIF aprobó inversiones en la línea lucense por valor de 262 millones de euros"
42399,@user8,female,politician,left,moderate_left,"La diputada de Ourense defiende desgastar al gobierno, porque la decisión de confrontar al coste que sea, se ha tomado en Génova, en términos políticos,y no sanitarios. Lamento que el [POLITICAL_PARTY] se empeñe en desgastar al gobierno de España, en lugar de sumar fuerzas y combatir el virus."
108,@user8,female,politician,left,moderate_left,"👉🏻@user: El #suicidio es un problema de salud mental, oculto en entornos ciudadanos y en medios comunicación. Es necesario romper elsilencio para que deje de ser un problema tabú. Hay que hablar del suicidio para poder tratarlo como lo que es, un problema de salud pública"
41261,@user8,female,politician,left,moderate_left,Orgullosa de estar con mis compañeras @user @user y @user e impulsar la modificación Código Penal para que el acoso que sufren las mujeres que acuden a abortar sea delito. Son hechos por los derechos de las mujeres con la fuerza imprescindible de @user ♥️
43410,@user8,female,politician,left,moderate_left,"@user Buenos días Baltasar. Con todo mi respeto y humildad. Me enorgullece que la campaña de vacunación contra la COVID en España ha permitido que casi 7 millones de personas estén inmunizadas con pauta completa, (es casi el 15%de la población) porque las vacunas SALVAN VIDAS."
6489,@user8,female,politician,left,moderate_left,"🔴El Gobierno de @user trabaja en mejora la conexión ferroviaria entre #Ourense, #Monforte de Lemos y #Lugo🚆. 💶Por un importe de 21,23 millones de euros.  . 📝@user licita los trabajos de electrificación del tramo Monforte de Lemos-Lugo, en un total de 73 km 🚉"
35889,@user83,female,politician,right,right,"Hoy el Congreso de los Diputados se trasladó a León: . Tras la presentación del libro “las Cortes de León, cuna del parlamentarismo” , gran desfile de Pendones del Reino de León “, en la carrera de San Jerónimo y lectura de “Los Decreta” #Leonesp @user VIVA LEÓN!!!!"
26784,@user83,female,politician,right,right,El ministro @user en la Comisión Mixta sobre Problema de Adicciones nos ha dejado claro que la creación de su ministerio ad hoc carece de competencias y de liderazgo. El @user haremos seguimiento serio de su trabajo en un tema tan preocupante para tantas familias
6118,@user83,female,politician,right,right,Reunidos con distintas Asociaciones de #León para exponerles la postura del @user respecto a la necesidad de los Centros de Educación Especial y la defensa de la libertad de elección de las familias. CEE Nuestra Sra del Sagrado Corazón @user @user @user
10597,@user83,female,politician,right,right,"En la toma de posesión en el @user como diputada por #leonesp . ""Sí, juro” . @user presentará recurso de amparo por considerar que los juramentos de ciertos diputados incumplen la normativa de acatamiento expreso de la Constitución. @user 🇪🇸@user"
22964,@user83,female,politician,right,right,Gracias Ricardo Vila por tu invitación a este II Encuentro Gastronómico y Cultural de la trucha en San Facundo.#Bierzo.Enhorabuena por tu buen hacer.Precioso pueblo y magnífica gente. @user @user #leonesp
17359,@user83,female,politician,right,right,"⁦@user⁩ denuncia que de 8.329 solicitudes del IMV en #León , sólo 2.004 han sido concedidas, 3.305 se han denegadas y 3.020 siguen a la espera de ser tramitadas. Sin urgencia en su tramitación esta medida pierde el fin para el que se creó."
33158,@user83,female,politician,right,right,Gracias @user por acompañarnos en estos encuentros de hoy con representantes de @user @user @user y también con los representantes de los funcionarios de Prisiones @user @user y @user . @user recogemos sus reivindicaciones .
47842,@user83,female,politician,right,right,"⁦@user⁩ personalista y oportunista su postura. Trate de despertar a su ⁦@user⁩ y que se pongan a trabajar en los problemas reales de León:eliminación de venta billetes Renfe, desaparición de juzgados de paz y aumento exagerado de peajes"
36325,@user83,female,politician,right,right,El mejor sitio donde celebrarlo y con la mejor compañía. Cada vez son más las chicas que ingresan en la Benemérita. #FelizDiaDelPilar. #PatronaGuardiaCivil. #Leon 🇪🇸
26906,@user83,female,politician,right,right,"Hoy se debaten en @user las enmiendas a la totalidad de la ley Lomloe, ley Celaá. @user exige que se retire la disposición cuarta del art. 74 que aboca a la desaparición de los centros de Ed. Especial. #InclusivaSíespecialTambién #nocierresmicole @user"
6429,@user83,female,politician,right,right,"🔴NO a utilizar el #EstadoDeAlarma para tramitar la nueva Ley de Educación #LOMLOE .Alumnos, profesores y padres no se merecen esta estrategia para obviar un amplio debate sobre nuestro sistema educativo. @user y ministra @user tomen nota. Así No. #StopLeyCelaa"
25679,@user83,female,politician,right,right,El apoyo unánime a la candidatura de #León para ser Centro Europeo de Ciberseguridad es su gran fortaleza. Los Eurodiputados españoles del @user trabajan para ello y exigen el máximo esfuerzo al gobierno. @user @user @user
21297,@user83,female,politician,right,right,"Un honor formar parte, como diputada del @user por la provincia de #León, de las Comisiones que hoy se han Constituido en el @user : Vicepresidenta en la C.Igualdad. Portavoz de Discapacidad y portavoz adjunta de Educación.@user"
24314,@user83,female,politician,right,right,María Jesús Montero anuncia que el Gobierno bajará el IVA de las mascarillas del 21% al 4% horas después de asegurar Lastra que sería ilegal!!!!! Un poco de seriedad !!!!!Se podía entonces y se puede ahora bajar el IVA!!!!!
5779,@user83,female,politician,right,right,"Hoy los portavoces de Derechos Sociales, Discapacidad, Empleo y Justicia del @user nos hemos reunido con Jesús Martín Blanco, Delegado de Derechos Humanos de @user. Buscando soluciones a los problemas surgidos durante la #COVID19 @user @user"
38205,@user83,female,politician,right,right,"Magnífico “ I Encuentro Parlamentario España-EE.UU” organizado por The Hispanic Council y Cámara de Comercio en #LeónEsp con la asistencia de @user y el presidente de la Junta Juan V. Herrera , el embajador Manuel Lejarreta y @user"
47008,@user83,female,politician,right,right,Representantes de la C. De DDSS del @user hemos mantenido una interesante y productiva reunión con representantes de @user para conocer los problemas durante la Pandemia y para avanzar en medidas legislativas que garanticen mejoras reales en su calidad de vida
31339,@user83,female,politician,right,right,Por unanimidad en el @user hemos aprobado la ley que prohibe la esterilización forzada a mujeres y niñas con discapacidad”España da un gran paso hacia una sociedad más justa y más inclusiva”. @user @user @user
7692,@user83,female,politician,right,right,"Otra patada más de este Gobierno (seducido por el independentismo) a la Justicia. Eso sí, en el día en que, de nuevo, este Gobierno bate el récord histórico del precio de la luz."
46042,@user83,female,politician,right,right,"⁦@user⁩ exigiendo en el ⁦@user⁩ que se respete el reglamento de la Cámara( art.103)y se retiren del diario de sesiones las ofensas contra las instituciones democráticas, contra el Rey, hechas por la portavoz de ⁦⁦@user⁩ #SanchezVendeEspana"
14286,@user83,female,politician,right,right,León perderá desde mañana un modelo de AVE en la conexión con la capital de España -y hoy los diputados del ⁦⁦@user⁩ ⁦@user⁩ y ⁦@user⁩ votan SÍ a ⁦@user⁩ y sus socios. ⁦⁦⁦@user⁩ vota NO
793,@user83,female,politician,right,right,Hoy en el @user los diputados del @user votamos NO al RD que ratifica el acuerdo de la @user con este gobierno (el que más gasta en asesores y altos cargos de la democracia) para confiscar los ahorros de los Aytos. #miayuntamientonoseexpropia
18210,@user83,female,politician,right,right,"Sr. Ministro, “no podemos permitir....”, y qué va hacer su des-gobierno en funciones al respecto? Qué va a hacer para evitar ese control ideológico en las universidades catalanas?"
23066,@user83,female,politician,right,right,"@user después de más de un año como Vicepte de Dchos Sociales con una dejación total de sus funciones en Residencias de mayores, con la Discapacidad. durante la #pandemia, ahora se reafirma en lo que ya sabíamos,lo social no va con usted, usted está a otras cosas."
48097,@user83,female,politician,right,right,En el #Díainternacional de las personas #sordociegas todo nuestro apoyo y nuestro trabajo desde el @user para la creación de un Centro de Referencia Estatal y el impulso a la figura del intérprete mediador. #27Junio #helenkeller @user @user @user @user
41488,@user83,female,politician,right,right,"En la procesión de la Dolorosa,la Virgen del Mercado, La Morenita , inicio de la #SemanaSanta2019 de #Leónesp con Eduardo de Paz , Papón Singular,fundador de la cofradía Las Siete Palabras y escritor de “La historia de la Semana Santa de León”,"
16978,@user83,female,politician,right,right,"Ante el espectáculo bochornoso de @user y @user mi voto,el del @user ha sido No. @user le tendió la mano a @user y este prefirió negociar con la izquierda radical!!!!! A eso el @user vota NO."
26281,@user83,female,politician,right,right,Reunión de trabajo con @user delegado de Derechos Humanos y Discapacidad de @user y con los ponentes @user y @user del @user en la ley de Eutanasia que inicia su trámite en el @user @user @user
3369,@user83,female,politician,right,right,Enhorabuena a ti Javier y a todo tu equipo por vuestro gran apoyo a las instituciones del Tercer Sector bañezanas y por vuestro compromiso firme con la mujer y su problemática en el mundo rural.
35718,@user83,female,politician,right,right,"Hoy el @user pregunta al Secretario de Estado de Derechos Sociales por el CRE “Ciudad del Mayor” de #León. A pesar de haberse ya hecho contratación de personal, sigue cerrado. ¿Qué funciones realizan los profesionales con las puertas cerradas a los usuarios? @user"
